"Speciality","contract","Check_Type","LicenseNumber","LocationNumber","FacInstanceId","FacilityType","FacilityName","FacilityStatus","LocationAddress","LocationCity","LocationState","LocationZipCode","LocationCounty","MailAddress","MailCity","MailState","MailZipCode","TelephoneNmbr","FaxNmbr","ConfidentialFaxNmbr","RCSRegionUnit","SpecialityCode","ContractCode","FacilityPOC","LicensedBedCount","LicenseExpirationDate","CheckCompleteDate","CheckType","POCId","MemoryCertFlag","Has Reports?","Reports Location",
"None","Specialized Dementia Care, Enhanced Adult Residential Care","","2561","60009663","46229","BH  ","Fieldstone Memory Care of Puyallup","OP    ","2121 S Meridian","Puyallup","WA","98371","Pierce","2121 S Meridian","Puyallup","WA","98371","(253) 904-3535","","","3D","","1027XS-12 , 1006XS-12 ","Short, Sandra","70","1/31/2027 12:00:00 AM","","","890210","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2561",
"None","No Contract","","61","60000706","30003","BH  ","FRANKE TOBEY JONES","OP    ","5340 N Bristol St","Tacoma","WA","98407","Pierce","5340 N Bristol St","Tacoma","WA","98407","(253) 752-6621","","(253) 756-1862","3D","","","Beckham III, Robert","101","6/30/2026 12:00:00 AM","","","879016","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=61",
"None","No Contract","","2557","60009653","45779","BH  ","GenCare Lifestyle Tacoma at Point Ruston","OP    ","4970 Main St","Tacoma","WA","98407","Pierce","4970 Main St","Tacoma","WA","98407","(253) 203-6460","","(253) 770-0542","3D","","","Gonzalez, Nallely Maria","85","12/31/2026 12:00:00 AM","","","968040","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2557",
"None","Assisted Living SOW","","2477","60007271","45239","BH  ","Gig Harbor Court, Independent Living & Assisted Living","OP    ","3213 45th Street Ct NW","Gig Harbor","WA","98335","Pierce","3213 45th Street Ct NW","Gig Harbor","WA","98335","(253) 858-5300","","(253) 858-5323","3D","","1002XS-12 ","Moyer, Jeff","100","12/31/2026 12:00:00 AM","","","1297831","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2477",
"None","Specialized Dementia Care, Enhanced Adult Residential Care","","2627","60000825","47729","BH  ","Gig Harbor Memory Care","OP    ","3025 14TH AVE NW","GIG HARBOR","WA","98335","Pierce","3025 14TH AVE NW","GIG HARBOR","WA","98335","(253) 851-5306","","(253) 851-0851","3D","","1027XS-12 , 1006XS-12 ","Kunde, Virginia M.","60","9/30/2026 12:00:00 AM","","","630894","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2627",
"None","Enhanced Adult Residential Care, Assisted Living SOW","","2603","60000720","47011","BH  ","Grand Park, LLC","OP    ","242 St Helens Ave","Tacoma","WA","98402","Pierce","242 St Helens Ave","Tacoma","WA","98402","(253) 627-3833","","(253) 680-1960","3D","","1006XS-12 , 1002XS-12 ","Clark, Dion","117","1/31/2027 12:00:00 AM","","","752004","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2603",
"None","No Contract","","1809","60001809","30934","BH  ","HARBOR PLACE AT COTTESMORE","OP    ","1016 29TH STREET NW","GIG HARBOR","WA","98335","Pierce","1016 29TH STREET NW","GIG HARBOR","WA","98335","(253) 853-3354","","(253) 853-0400","3D","","","Ashley, Johnathan W.","90","3/31/2027 12:00:00 AM","","","200144","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1809",
"None","Specialized Dementia Care, Enhanced Adult Residential Care","","2142","60008742","41740","BH  ","Hearthside Manor","OP    ","3615 Drexler Dr W","University Place","WA","98466","Pierce","3615 Drexler Dr W","University Place","WA","98466","(253) 460-3330","","(253) 460-3366","3D","","1027XS-12 , 1006XS-12 ","Bower, Bryce W.","36","3/31/2027 12:00:00 AM","","","464830","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2142",
"None","Specialized Dementia Care, Enhanced Adult Residential Care, Assisted Living SOW","","2012","60008823","39835","BH  ","HERITAGE HOUSE BUCKLEY","OP    ","28833 State Route 410 E","Buckley","WA","98321","Pierce","28833 State Route 410 E","Buckley","WA","98321","(360) 829-5292","","(360) 829-3764","3D","","1027XS-12 , 1006XS-12 , 1002XS-12 ","Arsanto-McGeHee, Kelley","85","9/30/2026 12:00:00 AM","","","1080067","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2012",
"None","No Contract","","2425","60009608","44407","BH  ","Heron's Key","OP    ","4340 Borgen Blvd NW","Gig Harbor","WA","98332","Pierce","4340 Borgen Blvd NW","Gig Harbor","WA","98332","(253) 313-0800","","(253) 313-0651","3D","","","Krida, Rebecca","49","10/31/2026 12:00:00 AM","","","533638","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2425",
"None","Adult Residential Care","","2057","60000751","40646","BH  ","Hope Guest Home","OP    ","915 S 7th St","Tacoma","WA","98405","Pierce","915 S 7th St","Tacoma","WA","98405","(253) 627-3620","","(253) 627-3626","3D","","1007XS-12 ","Wetterlind, Paula A.","18","5/31/2027 12:00:00 AM","","","587395","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2057",
"None","Assisted Living SOW","","2466","60008886","45111","BH  ","King's Manor Senior Living Community","OP    ","8609 Portland Ave E","Tacoma","WA","98445","Pierce","8609 Portland Ave E","Tacoma","WA","98445","(253) 538-7222","","(253) 531-4228","3D","","1002XS-12 ","Coit, Nicole","76","1/31/2027 12:00:00 AM","","","750005","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2466",
"None","Enhanced Adult Residential Care, Assisted Living Services ECS, Adult Residential Care","","2649","60000813","48054","BH  ","Living Hope Family Care Center","OP    ","402 NORTH J ST","TACOMA","WA","98403","Pierce","402 NORTH J ST","TACOMA","WA","98403","(206) 214-8200","","","3D","","1006XS-12 , 1006XS-12 , 1007XS-12 ","Tamere, Mulu","59","4/30/2027 12:00:00 AM","","","903971","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2649",
"None","WCF ALF SOW, Enhanced Adult Residential Care, Adult Residential Care","","2735","60008924","50273","BH  ","Maple Creek Senior Living","OP    ","10420 Gravelly Lake Dr SW","Lakewood","WA","98499","Pierce","10420 Gravelly Lake Dr SW","Lakewood","WA","98499","(253) 588-0227","","","3D","","1404XS-12 , 1006XS-12 , 1007XS-12 ","Singh, Kristina","73","11/30/2026 12:00:00 AM","","","750248","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2735",
"None","Adult Residential Care","","2756","60000815","50111","BH  ","McGee Guest Home Inc.","OP    ","21520 82ND AVE E","SPANAWAY","WA","98387","Pierce","21520 82ND AVE E","SPANAWAY","WA","98387","(253) 847-2292","","(253) 847-4312","3D","","1007XS-12 ","Anderson, Dylan","64","11/30/2026 12:00:00 AM","","","1042445","False","No"," ",
"None","Specialized Dementia Care, Enhanced Adult Residential Care, Assisted Living SOW","","2421","60009572","44557","BH  ","Memory Haven Sumner","OP    ","5107 Parker Rd E","Sumner","WA","98390","Pierce","5107 Parker Rd E","Sumner","WA","98390","(253) 750-0552","","(253) 447-7453","3D","","1027XS-12 , 1006XS-12 , 1002XS-12 ","Ferguson, Kayla","39","6/30/2026 12:00:00 AM","","","1317580","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2421",
"None","No Contract","","2595","60009518","46852","BH  ","Merrill Gardens At Tacoma","OP    ","7290 Rosemount Circle","Tacoma","WA","98465","Pierce","7290 Rosemount Circle","Tacoma","WA","98465","(253) 460-5851","","(253) 566-4367","3D","","","Brock, Robert","65","3/31/2027 12:00:00 AM","","","749742","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2595",
"None","No Contract","","2656","60009693","48383","BH  ","Merrill Gardens at Wright Park","OP    ","5 S G St","Tacoma","WA","98405","Pierce","5 S G St","Tacoma","WA","98405","(253) 205-8600","","","3D","","","Wahlgren, Fred","60","5/31/2027 12:00:00 AM","","","749969","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2656",
"None","Assisted Living SOW","","1073","60001073","30368","BH  ","MILL RIDGE VILLAGE","OP    ","607 28TH AVE","MILTON","WA","98354","Pierce","2020 A St SE Suite 101","Auburn","WA","98002","(253) 925-9200","","(253) 925-5158","3D","","1002XS-12 ","Howells, Jesse","40","2/28/2027 12:00:00 AM","","","806314","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1073",
"None","Specialized Dementia Care, Assisted Living SOW","","2657","60009691","48279","BH  ","Mustard Seed Village","OP    ","9115 154th Avenue Ct NW","Lakebay","WA","98349","Pierce","9115 154th Avenue Ct NW","Lakebay","WA","98349","(253) 649-5080","","(360) 252-7016","3D","","1027XS-12 , 1002XS-12 ","Azevedo, Ashlle","35","5/31/2027 12:00:00 AM","","","1206490","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2657",
"None","Adult Residential Care","","1141","60000599","30434","BH  ","PACIFIC AVENUE RESIDENTIAL CARE","OP    ","5621 PACIFIC AVE","TACOMA","WA","98408","Pierce","5621 PACIFIC AVE","TACOMA","WA","98408","(253) 473-3577","","(253) 302-3163","3D","","1007XS-12 ","Arenas, Gerilyn","16","8/31/2026 12:00:00 AM","","","748723","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1141",
"None","Enhanced Adult Residential Care, Assisted Living Services ECS, Adult Residential Care","","2450","60000837","44773","BH  ","Passionate Care Center","OP    ","321 S 116th St","Tacoma","WA","98444","Pierce","321 S 116th St","Tacoma","WA","98444","(253) 537-3022","","","3D","","1006XS-12 , 1006XS-12 , 1007XS-12 ","Gizatu, Tewodros D.","23","9/30/2026 12:00:00 AM","","","217511","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2450",
"None","No Contract","","1762","60008976","30895","BH  ","Patriots Landing-Operations, LLC","OP    ","1600 MARSHALL CIRCLE","DUPONT","WA","98327","Pierce","1600 MARSHALL CIRCLE","DUPONT","WA","98327","(253) 964-4900","","(253) 964-4901","3D","","","Chesley, Gidgette","157","7/31/2026 12:00:00 AM","","","749762","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1762",
"None","WCF ALF SOW, Specialized Dementia Care, Enhanced Adult Residential Care, Adult Residential Care","","2661","60000841","48553","BH  ","Peoples Senior Living LLC","OP    ","1720 E 67th St","Tacoma","WA","98404","Pierce","1720 E 67th St","Tacoma","WA","98404","(253) 474-1741","","(253) 473-3979","3D","","1404XS-12 , 1027XS-12 , 1006XS-12 , 1007XS-12 ","Lloyd, Maringi","145","3/31/2027 12:00:00 AM","","","1044760","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2661",
"None","Specialized Dementia Care, Enhanced Adult Residential Care","","1293","60008732","30568","BH  ","PIONEER PLACE ALZHEIMER RESIDENCE OF TACOMA","OP    ","11519 24th Ave E","Tacoma","WA","98445","Pierce","11519 24th Ave E","Tacoma","WA","98445","(253) 539-3410","","(253) 284-0376","3D","","1027XS-12 , 1006XS-12 ","Rantalla, Bebie","60","3/31/2027 12:00:00 AM","","","817946","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1293",
"None","Enhanced Adult Residential Care, Assisted Living Services ECS, Adult Residential Care","","2490","60000654","45105","BH  ","Puyallup Valley Enhanced Residential Care Inc","OP    ","723 2nd St NW","Puyallup","WA","98371","Pierce","723 2nd St NW","Puyallup","WA","98371","(253) 845-5398","","(253) 770-7976","3D","","1006XS-12 , 1006XS-12 , 1007XS-12 ","Galindo, Annette M.","53","8/31/2026 12:00:00 AM","","","195392","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2490",
"None","No Contract","","1793","60001793","30922","BH  ","SILVER CREEK RETIREMENT & ASSISTED LIVING COMMUNITY","OP    ","17607 91ST AVENUE E","PUYALLUP","WA","98375","Pierce","3425 Boone Rd SE","SALEM","OR","97317","(253) 875-8644","","(253) 846-6787","3D","","","Tovoli, Susan","104","10/31/2026 12:00:00 AM","","","810381","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1793",
"None","Assisted Living SOW","","2382","60000885","44145","BH  ","SOUND VISTA VILLAGE","OP    ","6633 McDonald Ave","Gig Harbor","WA","98335","Pierce","2020 A St SE Suite 101","Auburn","WA","98002","(253) 851-9929","(253) 858-3892","","3D","","1002XS-12 ","Nutt, Tina","36","12/31/2026 12:00:00 AM","","","997507","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2382",
"None","Specialized Dementia Care, Enhanced Adult Residential Care, Assisted Living SOW","","2160","60008938","41821","BH  ","Spring Ridge Retirement, LLC","OP    ","6856 E Portland Ave","Tacoma","WA","98404","Pierce","6856 E Portland Ave","Tacoma","WA","98404","(253) 474-1093","","(253) 474-0662","3D","","1027XS-12 , 1006XS-12 , 1002XS-12 ","Lara, Lanette","75","12/31/2026 12:00:00 AM","","","913384","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2160",
"None","Specialized Dementia Care, Enhanced Adult Residential Care, Adult Residential Care","","2360","60009584","43894","BH  ","The Cottages at Edgewood","OP    ","2510 Meridian Ave E","Edgewood","WA","98371","Pierce","2510 Meridian Ave E","Edgewood","WA","98371","(253) 881-1435","(253) 904-8839","","3D","","1027XS-12 , 1006XS-12 , 1007XS-12 ","Canada, Marissa J.","60","2/28/2027 12:00:00 AM","","","750642","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2360",
"None","Specialized Dementia Care, Enhanced Adult Residential Care","","2418","60009605","44294","BH  ","The Cottages at University Place","OP    ","5417 64th St W","University Place","WA","98467","Pierce","5417 64th St W","University Place","WA","98467","(253) 301-3817","(253) 503-6248","","3D","","1027XS-12 , 1006XS-12 ","JONES, HAILEY","60","9/30/2026 12:00:00 AM","","","805548","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2418",
"None","Specialized Dementia Care, Assisted Living SOW","","2064","60009539","40085","BH  ","The Lodge at Mallard's Landing","OP    ","7083 Wagner Way NW","Gig Harbor","WA","98335","Pierce","7083 Wagner Way NW","Gig Harbor","WA","98335","(253) 858-4990","","(253) 858-4993","3D","","1027XS-12 , 1002XS-12 ","Reed, Kevin","136","4/30/2027 12:00:00 AM","","","750050","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2064",
"None","No Contract","","2483","60007035","45243","BH  ","The Rivers at Puyallup, Independent Living & Assisted Living","OP    ","123 4th Ave NW","Puyallup","WA","98371","Pierce","611 S Main St Ste 400","Grapevine","TX","76051","(253) 848-1234","","(253) 848-5961","3D","","","Syecl, Danyal","120","4/30/2027 12:00:00 AM","","","1157009","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2483",
"None","Enhanced Adult Residential Care, Adult Residential Care","","2761","60000918","51650","BH  ","The Village Senior Living","OP    ","4707 S Orchard St","Tacoma","WA","98466","Pierce","4707 S Orchard St","Tacoma","WA","98466","(253) 475-4707","","(253) 475-4770","3D","","1006XS-12 , 1007XS-12 ","Belote, Dawn M.","110","9/30/2026 12:00:00 AM","","","749758","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2761",
"None","Enhanced Adult Residential Care, Community Stability Supports Exhibit, Community Stability Supports Exhibit, Assisted Living SOW, Assisted Living Services ECS","","2518","60009636","45399","BH  ","Trouves St Ann's Inc","OP    ","6602 S Alaska St","Tacoma","WA","98408","Pierce","6602 S Alaska St","Tacoma","WA","98408","(253) 289-5050","(253) 301-3255","","3D","","1006XS-12 , 1006XS-12 , 1002XS-12 , 1002XS-12 , 1006XS-12 ","Devereux, Karen L.","61","10/31/2026 12:00:00 AM","","","751293","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2518",
"None","Specialized Dementia Care, Enhanced Adult Residential Care, Assisted Living SOW","","2553","60009655","45903","BH  ","Vineyard Park of Puyallup","OP    ","1813 S Meridian St","Puyallup","WA","98371","Pierce","1813 S Meridian St","Puyallup","WA","98371","(253) 697-9779","","(253) 904-8505","3D","","1027XS-12 , 1006XS-12 , 1002XS-12 ","Severa, James","90","10/31/2026 12:00:00 AM","","","749443","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2553",
"None","Enhanced Adult Residential Care","","2759","60008786","51557","BH  ","Vineyard Park of Sumner","OP    ","15519 62nd Street Ct E","Sumner","WA","98390","Pierce","15519 62nd Street Ct E","Sumner","WA","98390","(253) 862-1818","","(253) 863-2953","3D","","1006XS-12 ","Rabe, Casey","77","12/31/2026 12:00:00 AM","","","1133851","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2759",
"None","Adult Residential Care","","1014","60000921","30318","BH  ","WALLER ROAD HOME","OP    ","4710 WALLER RD E","TACOMA","WA","98443","Pierce","4710 WALLER RD E","TACOMA","WA","98443","(253) 922-2550","(253) 517-5828","","3D","","1007XS-12 ","Arenas, Gerilyn","9","6/30/2026 12:00:00 AM","","","748723","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1014",
"None","No Contract","","1577","60000926","30773","BH  ","WEATHERLY INN","OP    ","6016 N Highlands Parkway","Tacoma","WA","98406","Pierce","6016 N Highlands Parkway","Tacoma","WA","98406","(253) 752-8550","(253) 752-2206","(253) 830-3728","3D","","","Peterson, Andrea","130","7/31/2026 12:00:00 AM","","","749876","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1577",
"None","No Contract","","2520","60009651","45735","BH  ","Wesley Homes Bradley Park LLC","OP    ","707 39th Ave SE","Puyallup","WA","98374","Pierce","707 39th Ave SE","Puyallup","WA","98374","(253) 435-8100","","","3D","","","Williams, Karen V.","23","10/31/2026 12:00:00 AM","","","750041","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2520",
"None","No Contract","","2607","60009679","47164","BH  ","Wesley Homes Pierce County","OP    ","17702 Cascadia Blvd E","Bonney Lake","WA","98391","Pierce","17702 Cascadia Blvd E","Bonney Lake","WA","98391","(253) 366-6100","","(253) 366-6330","3D","","","McNamara, Kevin J.","22","2/28/2027 12:00:00 AM","","","749772","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2607",
"None","Assisted Living SOW","","2608","60009519","47518","BH  ","Village at the Harbor","OP    ","543 Spring St","Friday Harbor","WA","98250","San Juan","543 Spring St","Friday Harbor","WA","98250","(360) 378-7144","","","2J","","1002XS-12 ","Levasheff, TINA S.","36","2/28/2027 12:00:00 AM","","","624887","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2608",
"None","No Contract","","1948","60008783","39086","BH  ","Ashley Gardens of Mt Vernon","OP    ","3807 E College Way","Mount Vernon","WA","98273","Skagit","3807 E College Way","Mount Vernon","WA","98273","(360) 419-9422","","(360) 336-9256","2J","","","Bowman, Catherine","40","3/31/2027 12:00:00 AM","","","750670","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=1948",
"None","Specialized Dementia Care, Enhanced Adult Residential Care, Adult Residential Care","","2760","60008935","51720","BH  ","Birchview Memory Care Community","OP    ","925 Dunlop St","Sedro Woolley","WA","98284","Skagit","925 Dunlop St","Sedro Woolley","WA","98284","(360) 856-1911","","(360) 856-2379","2J","","1027XS-12 , 1006XS-12 , 1007XS-12 ","Padilla, Shannon","62","1/31/2027 12:00:00 AM","","","967668","False","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/BHForms.aspx?Lic=2760",
